"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"ASV"	"Test"	"TimePoint"
"258"	0	NA	NA	NA	NA	NA	"ASV1971"	"RH-RT"	1
"259"	0	NA	NA	NA	NA	NA	"ASV3706"	"RH-RT"	1
"260"	0.252737934334269	1.94908084976059	3.09794877667875	0.629152058430792	0.529249511673415	0.596901405774277	"ASV3260"	"RH-RT"	1
"261"	0	NA	NA	NA	NA	NA	"ASV3862"	"RH-RT"	1
"262"	0	NA	NA	NA	NA	NA	"ASV1160"	"RH-RT"	1
"263"	0	NA	NA	NA	NA	NA	"ASV2351"	"RH-RT"	1
"264"	0	NA	NA	NA	NA	NA	"ASV5304"	"RH-RT"	1
"265"	0	NA	NA	NA	NA	NA	"ASV5088"	"RH-RT"	1
"266"	0	NA	NA	NA	NA	NA	"ASV3106"	"RH-RT"	1
"267"	0	NA	NA	NA	NA	NA	"ASV3205"	"RH-RT"	1
"268"	0	NA	NA	NA	NA	NA	"ASV1055"	"RH-RT"	1
"269"	0	NA	NA	NA	NA	NA	"ASV5189"	"RH-RT"	1
"270"	0	NA	NA	NA	NA	NA	"ASV3305"	"RH-RT"	1
"271"	0	NA	NA	NA	NA	NA	"ASV2645"	"RH-RT"	1
"272"	0	NA	NA	NA	NA	NA	"ASV7689"	"RH-RT"	1
"273"	0	NA	NA	NA	NA	NA	"ASV4917"	"RH-RT"	1
"274"	2.04195598915002	4.60204493957319	3.0221815642671	1.5227559435825	0.127819775955479	0.33903318194094	"ASV4335"	"RH-RT"	1
"275"	0	NA	NA	NA	NA	NA	"ASV8968"	"RH-RT"	1
"276"	0	NA	NA	NA	NA	NA	"ASV6176"	"RH-RT"	1
"277"	1.85129062215896	4.45924891140675	3.0241420943648	1.47455006155833	0.14033354925395	0.348683167399183	"ASV7271"	"RH-RT"	1
"278"	1.54144246703235	4.22048623338702	3.02787784736104	1.39387599042854	0.163355055735616	0.366763439441472	"ASV1417"	"RH-RT"	1
"279"	1.70162999095835	4.33496242598419	3.02601092168954	1.4325666820673	0.151981709018754	0.353657137369886	"ASV4085"	"RH-RT"	1
"280"	0	NA	NA	NA	NA	NA	"ASV5554"	"RH-RT"	1
"281"	0	NA	NA	NA	NA	NA	"ASV11196"	"RH-RT"	1
"282"	0	NA	NA	NA	NA	NA	"ASV9495"	"RH-RT"	1
"283"	0	NA	NA	NA	NA	NA	"ASV2092"	"RH-RT"	1
"284"	3.53428209684891	5.40250508933421	3.01412472808665	1.79239599442976	NA	NA	"ASV3188"	"RH-RT"	1
"285"	1.0308248080987	3.66065065841179	3.03941928158632	1.20439147063028	0.228438307162635	0.394649425544585	"ASV4282"	"RH-RT"	1
"286"	0	NA	NA	NA	NA	NA	"ASV8129"	"RH-RT"	1
